Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
5/21/2022,ID-JB,Jawa Barat,34,2,30,2,1106241,15834,1089933,474,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.75,24495.32,0.04,350.61,35.06,1.43%,98.53%,1.06,
5/21/2022,ID-JT,Jawa Tengah,21,1,12,8,627504,33283,593808,413,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.58,17256.15,0.03,915.27,91.53,5.30%,94.63%,1.17,0.5
5/21/2022,ID-JI,Jawa Timur,39,2,35,2,576066,31632,544411,23,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.96,14231.22,0.05,781.44,78.14,5.49%,94.50%,1.56,
5/21/2022,ID-KB,Kalimantan Barat,3,0,0,3,64667,1128,63528,11,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.55,11924.99,0,208.01,20.8,1.74%,98.24%,3,1
5/21/2022,ID-KS,Kalimantan Selatan,0,0,9,-9,84295,2535,81741,19,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0,20953.01,0,630.12,63.01,3.01%,96.97%,0,1
5/21/2022,ID-KT,Kalimantan Tengah,1,0,5,-4,56043,1539,54485,19,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,21804.16,0,598.77,59.88,2.75%,97.22%,0.2,1
5/21/2022,ID-KI,Kalimantan Timur,1,0,10,-9,206303,5712,200561,30,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,58077.68,0,1608.02,160.8,2.77%,97.22%,1,1
5/21/2022,ID-KU,Kalimantan Utara,2,0,0,2,45315,858,44383,74,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,3.08,69886.66,0,1323.24,132.32,1.89%,97.94%,2,1
5/21/2022,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,65604,1601,63996,7,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0,47547.16,0,1160.34,116.03,2.44%,97.55%,1,1
5/21/2022,ID-KR,Kepulauan Riau,0,0,0,0,70179,1880,68273,26,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0,36373.48,0,974.4,97.44,2.68%,97.28%,1,1
5/21/2022,ID-LA,Lampung,5,0,0,5,74445,4170,70152,123,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,0.55,8184.73,0,458.46,45.85,5.60%,94.23%,2.5,1
5/21/2022,ID-MA,Maluku,4,0,1,3,18562,292,18243,27,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,2.17,10049.28,0,158.09,15.81,1.57%,98.28%,1,1
5/21/2022,ID-MU,Maluku Utara,1,0,0,1,14518,330,14162,26,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.76,11101.06,0,252.33,25.23,2.27%,97.55%,,0
5/21/2022,ID-NB,Nusa Tenggara Barat,0,0,0,0,36070,901,35003,166,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0,6844.08,0,170.96,17.1,2.50%,97.04%,1,1
5/21/2022,ID-NT,Nusa Tenggara Timur,4,0,4,0,93823,1517,92272,34,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.74,17338.28,0,280.34,28.03,1.62%,98.35%,0.8,1
5/21/2022,ID-PA,Papua,0,0,0,0,48587,578,47791,218,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,11194.26,0,133.17,13.32,1.19%,98.36%,0,1
5/21/2022,ID-PB,Papua Barat,1,0,2,-1,31392,381,30984,27,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.88,27519.92,0,334.01,33.4,1.21%,98.70%,0.14,1
5/21/2022,ID-RI,Riau,0,0,1,-1,150824,4428,146046,350,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0,24830.67,0,729,72.9,2.94%,96.83%,0,1
5/21/2022,ID-SR,Sulawesi Barat,0,1,0,-1,15552,392,15152,8,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0,9969.33,0.64,251.28,25.13,2.52%,97.43%,0,
5/21/2022,ID-SN,Sulawesi Selatan,9,0,5,4,143500,2473,140989,38,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.95,15222.42,0,262.33,26.23,1.72%,98.25%,4.5,1
5/21/2022,ID-ST,Sulawesi Tengah,1,0,0,1,60796,1723,59056,17,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.34,20570,0,582.97,58.3,2.83%,97.14%,0.5,1
5/21/2022,ID-SG,Sulawesi Tenggara,0,0,2,-2,25588,566,25006,16,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0,9709.12,0,214.76,21.48,2.21%,97.73%,1,1
5/21/2022,ID-SA,Sulawesi Utara,1,0,1,0,51512,1190,50292,30,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.38,19498.21,0,450.44,45.04,2.31%,97.63%,,1
5/21/2022,ID-SB,Sumatera Barat,1,0,0,1,103816,2349,101413,54,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.18,18809.82,0,425.6,42.56,2.26%,97.69%,0.33,1
5/21/2022,ID-SS,Sumatera Selatan,3,0,5,-2,80468,3343,77091,34,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.37,9792.21,0,406.81,40.68,4.15%,95.80%,,1
5/21/2022,ID-SU,Sumatera Utara,2,0,4,-2,155051,3254,151702,95,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.13,10423.67,0,218.76,21.88,2.10%,97.84%,,1
5/22/2022,ID-AC,Aceh,1,0,0,1,43700,2217,41482,1,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.19,8328.16,0,422.51,42.25,5.07%,94.92%,,1
5/22/2022,ID-BA,Bali,10,0,6,4,157502,4563,152760,179,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,2.37,37356.64,0,1082.26,108.23,2.90%,96.99%,1.11,1
5/22/2022,ID-BT,Banten,27,0,100,-73,292929,2931,289797,201,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,2.52,27319.42,0,273.35,27.34,1.00%,98.93%,1.08,1
5/22/2022,ID-BE,Bengkulu,0,0,0,0,29112,519,28591,2,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0,14559.36,0,259.56,25.96,1.78%,98.21%,1,1
5/22/2022,ID-JK,DKI Jakarta,110,2,89,19,1249742,15284,1233700,758,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,10.14,115224.53,0.18,1409.16,140.92,1.22%,98.72%,1.18,
5/22/2022,ID-YO,Daerah Istimewa Yogyakarta,2,0,2,0,220641,5902,214636,103,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.55,60765.65,0,1625.44,162.54,2.67%,97.28%,1,1
5/22/2022,ID-GO,Gorontalo,1,0,0,1,13901,484,13397,20,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.85,11774.01,0,409.94,40.99,3.48%,96.37%,,1
5/22/2022,IDN,Indonesia,227,3,285,-61,6052590,156522,5892411,3657,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.86,22823.98,0.01,590.24,59.02,2.59%,97.35%,0.86,0.5
5/22/2022,ID-JA,Jambi,0,0,1,-1,38254,879,37359,16,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0,10950.5,0,251.62,25.16,2.30%,97.66%,0,1
5/22/2022,ID-JB,Jawa Barat,19,0,17,2,1106260,15834,1089950,476,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.42,24495.74,0,350.61,35.06,1.43%,98.53%,0.56,0
5/22/2022,ID-JT,Jawa Tengah,10,0,14,-4,627514,33283,593822,409,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.27,17256.43,0,915.27,91.53,5.30%,94.63%,0.48,0
5/22/2022,ID-JI,Jawa Timur,25,0,26,-1,576091,31632,544437,22,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.62,14231.84,0,781.44,78.14,5.49%,94.51%,0.64,0
5/22/2022,ID-KB,Kalimantan Barat,0,0,0,0,64667,1128,63528,11,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,11924.99,0,208.01,20.8,1.74%,98.24%,0,1
5/22/2022,ID-KS,Kalimantan Selatan,2,0,1,1,84297,2535,81742,20,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.5,20953.51,0,630.12,63.01,3.01%,96.97%,,1
5/22/2022,ID-KT,Kalimantan Tengah,0,0,0,0,56043,1539,54485,19,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0,21804.16,0,598.77,59.88,2.75%,97.22%,0,1
5/22/2022,ID-KI,Kalimantan Timur,2,0,4,-2,206305,5712,200565,28,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.56,58078.24,0,1608.02,160.8,2.77%,97.22%,2,1
5/22/2022,ID-KU,Kalimantan Utara,0,0,0,0,45315,858,44383,74,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0,69886.66,0,1323.24,132.32,1.89%,97.94%,0,1
5/22/2022,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,65604,1601,63996,7,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0,47547.16,0,1160.34,116.03,2.44%,97.55%,1,1
5/22/2022,ID-KR,Kepulauan Riau,2,0,3,-1,70181,1880,68276,25,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.04,36374.52,0,974.4,97.44,2.68%,97.29%,,1
5/22/2022,ID-LA,Lampung,4,0,0,4,74449,4170,70152,127,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,0.44,8185.17,0,458.46,45.85,5.60%,94.23%,0.8,1
5/22/2022,ID-MA,Maluku,2,0,5,-3,18564,292,18248,24,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,1.08,10050.37,0,158.09,15.81,1.57%,98.30%,0.5,1
5/22/2022,ID-MU,Maluku Utara,0,0,0,0,14518,330,14162,26,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0,11101.06,0,252.33,25.23,2.27%,97.55%,0,1
5/22/2022,ID-NB,Nusa Tenggara Barat,2,0,0,2,36072,901,35003,168,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.38,6844.46,0,170.96,17.1,2.50%,97.04%,,1
5/22/2022,ID-NT,Nusa Tenggara Timur,1,0,0,1,93824,1517,92272,35,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.18,17338.47,0,280.34,28.03,1.62%,98.35%,0.25,1
5/22/2022,ID-PA,Papua,1,0,0,1,48588,578,47791,219,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0.23,11194.49,0,133.17,13.32,1.19%,98.36%,,1
5/22/2022,ID-PB,Papua Barat,2,0,6,-4,31394,381,30990,23,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,1.75,27521.67,0,334.01,33.4,1.21%,98.71%,2,1
5/22/2022,ID-RI,Riau,0,0,1,-1,150824,4428,146047,349,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0,24830.67,0,729,72.9,2.94%,96.83%,1,1
5/22/2022,ID-SR,Sulawesi Barat,0,0,0,0,15552,392,15152,8,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0,9969.33,0,251.28,25.13,2.52%,97.43%,1,0
5/22/2022,ID-SN,Sulawesi Selatan,0,0,0,0,143500,2473,140989,38,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0,15222.42,0,262.33,26.23,1.72%,98.25%,0,1
5/22/2022,ID-ST,Sulawesi Tengah,0,0,0,0,60796,1723,59056,17,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0,20570,0,582.97,58.3,2.83%,97.14%,0,1
5/22/2022,ID-SG,Sulawesi Tenggara,0,1,0,-1,25588,567,25006,15,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0,9709.12,0.38,215.14,21.51,2.22%,97.73%,1,
5/22/2022,ID-SA,Sulawesi Utara,0,0,1,-1,51512,1190,50293,29,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,19498.21,0,450.44,45.04,2.31%,97.63%,0,1
5/22/2022,ID-SB,Sumatera Barat,1,0,0,1,103817,2349,101413,55,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.18,18810,0,425.6,42.56,2.26%,97.68%,1,1
5/22/2022,ID-SS,Sumatera Selatan,0,0,1,-1,80468,3343,77092,33,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0,9792.21,0,406.81,40.68,4.15%,95.80%,0,1
5/22/2022,ID-SU,Sumatera Utara,3,0,6,-3,155054,3254,151708,92,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.2,10423.88,0,218.76,21.88,2.10%,97.84%,1.5,1
5/23/2022,ID-AC,Aceh,0,0,0,0,43700,2217,41482,1,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0,8328.16,0,422.51,42.25,5.07%,94.92%,0,1
5/23/2022,ID-BA,Bali,11,0,41,-30,157513,4563,152801,149,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,2.61,37359.25,0,1082.26,108.23,2.90%,97.01%,1.1,1
5/23/2022,ID-BT,Banten,28,0,30,-2,292957,2931,289827,199,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,2.61,27322.03,0,273.35,27.34,1.00%,98.93%,1.04,1
5/23/2022,ID-BE,Bengkulu,1,0,0,1,29113,519,28591,3,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.5,14559.86,0,259.56,25.96,1.78%,98.21%,,1
5/23/2022,ID-JK,DKI Jakarta,58,1,115,-58,1249800,15285,1233815,700,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,5.35,115229.88,0.09,1409.26,140.93,1.22%,98.72%,0.53,0.5
5/23/2022,ID-YO,Daerah Istimewa Yogyakarta,0,0,1,-1,220641,5902,214637,102,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0,60765.65,0,1625.44,162.54,2.67%,97.28%,0,1
5/23/2022,ID-GO,Gorontalo,0,0,0,0,13901,484,13397,20,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0,11774.01,0,409.94,40.99,3.48%,96.37%,0,1
5/23/2022,IDN,Indonesia,174,12,929,-767,6052764,156534,5893340,2890,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.66,22824.64,0.05,590.28,59.03,2.59%,97.37%,0.77,4
5/23/2022,ID-JA,Jambi,0,0,1,-1,38254,879,37360,15,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0,10950.5,0,251.62,25.16,2.30%,97.66%,1,1
5/23/2022,ID-JB,Jawa Barat,31,2,114,-85,1106291,15836,1090064,391,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.69,24496.42,0.04,350.65,35.07,1.43%,98.53%,1.63,
5/23/2022,ID-JT,Jawa Tengah,8,3,16,-11,627522,33286,593838,398,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.22,17256.65,0.08,915.35,91.54,5.30%,94.63%,0.8,
5/23/2022,ID-JI,Jawa Timur,18,1,33,-16,576109,31633,544470,6,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.44,14232.29,0.02,781.47,78.15,5.49%,94.51%,0.72,
5/23/2022,ID-KB,Kalimantan Barat,2,0,0,2,64669,1128,63528,13,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.37,11925.36,0,208.01,20.8,1.74%,98.24%,,1
5/23/2022,ID-KS,Kalimantan Selatan,0,0,5,-5,84297,2535,81747,15,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0,20953.51,0,630.12,63.01,3.01%,96.97%,0,1
5/23/2022,ID-KT,Kalimantan Tengah,0,0,6,-6,56043,1539,54491,13,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0,21804.16,0,598.77,59.88,2.75%,97.23%,1,1
5/23/2022,ID-KI,Kalimantan Timur,1,0,6,-5,206306,5712,200571,23,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,58078.52,0,1608.02,160.8,2.77%,97.22%,0.5,1
5/23/2022,ID-KU,Kalimantan Utara,0,0,6,-6,45315,858,44389,68,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0,69886.66,0,1323.24,132.32,1.89%,97.96%,1,1
5/23/2022,ID-BB,Kepulauan Bangka Belitung,0,0,4,-4,65604,1601,64000,3,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0,47547.16,0,1160.34,116.03,2.44%,97.56%,1,1
5/23/2022,ID-KR,Kepulauan Riau,0,0,14,-14,70181,1880,68290,11,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0,36374.52,0,974.4,97.44,2.68%,97.31%,0,1
5/23/2022,ID-LA,Lampung,1,0,0,1,74450,4170,70152,128,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,0.11,8185.28,0,458.46,45.85,5.60%,94.23%,0.25,1
5/23/2022,ID-MA,Maluku,0,0,0,0,18564,292,18248,24,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,10050.37,0,158.09,15.81,1.57%,98.30%,0,1
5/23/2022,ID-MU,Maluku Utara,0,0,4,-4,14518,330,14166,22,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0,11101.06,0,252.33,25.23,2.27%,97.58%,1,1
5/23/2022,ID-NB,Nusa Tenggara Barat,0,0,0,0,36072,901,35003,168,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0,6844.46,0,170.96,17.1,2.50%,97.04%,0,1
5/23/2022,ID-NT,Nusa Tenggara Timur,3,0,2,1,93827,1517,92274,36,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.55,17339.02,0,280.34,28.03,1.62%,98.34%,3,1
5/23/2022,ID-PA,Papua,1,1,170,-170,48589,579,47961,49,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0.23,11194.72,0.23,133.4,13.34,1.19%,98.71%,1,
5/23/2022,ID-PB,Papua Barat,2,0,4,-2,31396,381,30994,21,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,1.75,27523.43,0,334.01,33.4,1.21%,98.72%,1,1
5/23/2022,ID-RI,Riau,1,0,341,-340,150825,4428,146388,9,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0.16,24830.84,0,729,72.9,2.94%,97.06%,,1
5/23/2022,ID-SR,Sulawesi Barat,2,1,0,1,15554,393,15152,9,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,1.28,9970.62,0.64,251.93,25.19,2.53%,97.42%,,
5/23/2022,ID-SN,Sulawesi Selatan,1,1,4,-4,143501,2474,140993,34,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.11,15222.53,0.11,262.44,26.24,1.72%,98.25%,,
5/23/2022,ID-ST,Sulawesi Tengah,0,0,1,-1,60796,1723,59057,16,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0,20570,0,582.97,58.3,2.83%,97.14%,1,1
5/23/2022,ID-SG,Sulawesi Tenggara,1,0,0,1,25589,567,25006,16,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.38,9709.5,0,215.14,21.51,2.22%,97.72%,,0
5/23/2022,ID-SA,Sulawesi Utara,1,0,0,1,51513,1190,50293,30,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.38,19498.59,0,450.44,45.04,2.31%,97.63%,,1
